State,PC No,PC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Year 
Karnataka,3,Bagalkot,3,NAGARAJ. S. KALKUTAGAR,Independent,5628,1,5629,2024
Karnataka,3,Bagalkot,4,PARASHURAM. LAXMAN. NEELANAIK,Independent,5084,6,5090,2024
Karnataka,3,Bagalkot,5,ANTHOSH SAVVASE,Uttama Prajaakeeya Party,4909,14,4923,2024
Karnataka,3,Bagalkot,6,JYOTI GULEDGUDDA,Independent,4636,9,4645,2024
Karnataka,3,Bagalkot,7,M. B. SIDAGONI,Bahujan Samaj Party,4453,26,4479,2024
Karnataka,3,Bagalkot,8,DR. MUTTU. S. SURAKOD. (MADAR),Independent,3131,4,3135,2024
Karnataka,3,Bagalkot,9,PRASHANT RAO,Independent,1909,5,1914,2024
Karnataka,3,Bagalkot,10,DATTATREYA DASHARATHA TAVARE,Independent,1607,13,1620,2024
Karnataka,3,Bagalkot,11,AMBROSE D' MELLO,Independent,1203,2,1205,2024
Karnataka,3,Bagalkot,12,KENGANAL. MALLIKARJUN. BHIMAPPA,Independent,1189,18,1207,2024
Karnataka,3,Bagalkot,13,MALLIKARJUN H. T.,Socialist Unity Centre Of India (COMMUNIST),1137,7,1144,2024
Karnataka,3,Bagalkot,14,RAJESAB BURANSAB. MASALI,Independent,988,4,992,2024
Karnataka,3,Bagalkot,15,SHARANAPPA MALLAPPA KOTLANNAVAR,Independent,830,2,832,2024
Karnataka,3,Bagalkot,16,RAVI SHIVAPPA PADASALAGI,Independent,654,2,656,2024
Karnataka,3,Bagalkot,17,SAIYYAD IMAMSAB JAKALI,Tipu Sultan Party,546,4,550,2024
Karnataka,3,Bagalkot,18,ABDULAZIZ KALADAGI PENDARI,Independent,524,5,529,2024
Karnataka,3,Bagalkot,19,MUTTAPPA MUDAKAPPA HIREKUMBI,Raita Bharat Party,509,9,518,2024
Karnataka,3,Bagalkot,20,SAGAR. BASAPPA. KUMBAR,Karnataka Rashtra Samithi,494,5,499,2024
Karnataka,3,Bagalkot,21,S. M. MARIGOUDAR,Desh Prem Party,451,3,454,2024
Karnataka,3,Bagalkot,22,SHANKAR. VENKAPPA. NAIKAR.,Republican Party of India (A),431,10,441,2024
Karnataka,3,Bagalkot,23,NOTA,None of the Above,3398,22,3420,2024
Karnataka,4,Bijapur,1,RAMESH JIGAJINAGI,Bharatiya Janata Party,669055,3726,672781,2024
Karnataka,4,Bijapur,2,RAJU ALAGUR.,Indian National Congress,593277,2275,595552,2024
Karnataka,4,Bijapur,3,GANAPATI  RATHOD (HANJAGI),Karnataka Rashtra Samithi,7652,39,7691,2024
Karnataka,4,Bijapur,4,BHOVI TARABAI,Independent,4342,11,4353,2024
Karnataka,4,Bijapur,5,RAMJI YAMANAPPA BUDDHAPRIYA,Naki Bharatiya Ekta Party,2414,12,2426,2024
Karnataka,4,Bijapur,6,NAGAJYOTI.B.N.,Socialist Unity Centre Of India (COMMUNIST),2375,17,2392,2024
Karnataka,4,Bijapur,7,RAJAKUMAR APPANNA HONNAKATTI,Rashtriya Samaj Paksha,1784,10,1794,2024
Karnataka,4,Bijapur,8,JITENDRA.ASHOK. KAMBLE,Republican Party of India (A),1605,18,1623,2024
Karnataka,4,Bijapur,9,NOTA,None of the Above,7482,20,7502,2024
Karnataka,5,Gulbarga,1,RADHAKRISHNA,Indian National Congress,650623,1698,652321,2024
Karnataka,5,Gulbarga,2,DR. UMESH G JADHAV,Bharatiya Janata Party,622615,2501,625116,2024
Karnataka,5,Gulbarga,3,HUCHESHWARA WATHAR GOUR,Bahujan Samaj Party,7871,17,7888,2024
Karnataka,5,Gulbarga,4,SUNDAR,Independent,3675,2,3677,2024
Karnataka,5,Gulbarga,5,JYOTI RAMESH CHAVAN,Independent,2787,18,2805,2024
Karnataka,5,Gulbarga,6,SHARANAPPA (PINTU),Independent,1879,5,1884,2024
Karnataka,5,Gulbarga,7,TARABAI BHOVI,Independent,1546,4,1550,2024
Karnataka,5,Gulbarga,8,RAMESH BHIMSING CHAVAN,Independent,1332,2,1334,2024
Karnataka,5,Gulbarga,9,ANAND SINNUR,Independent,1271,9,1280,2024
Karnataka,5,Gulbarga,10,NAGENDRA RAO,Uttama Prajaakeeya Party,1211,15,1226,2024
Karnataka,5,Gulbarga,11,S.M.SHARMA,Socialist Unity Centre Of India (COMMUNIST),1136,8,1144,2024
Karnataka,5,Gulbarga,12,RAJKUMAR,BhartiyaBahujanKranti Dal,702,7,709,2024
Karnataka,5,Gulbarga,13,VIJAY JADHAV,Karnataka Rashtra Samithi,555,5,560,2024
Karnataka,5,Gulbarga,14,B. VIJAYKUMAR CHINCHANSOORKAR,Prahar Janshakti Party,548,6,554,2024
Karnataka,5,Gulbarga,15,NOTA,None of the Above,8416,13,8429,2024
Karnataka,6,Raichur,1,G. KUMAR NAIK.,Indian National Congress,669413,1553,670966,2024
Karnataka,6,Raichur,2,RAJA AMARESHWARA NAIK.,Bharatiya Janata Party,588833,2352,591185,2024
Karnataka,6,Raichur,3,S. NARASANNA GOUDA NAYAKA,Bahujan Samaj Party,9275,14,9289,2024
Karnataka,6,Raichur,4,BASAVA PRABHU. MEDA,Karnataka Rashtra Samithi,5173,8,5181,2024
Karnataka,6,Raichur,5,AMARESH,Independent,4459,6,4465,2024
Karnataka,6,Raichur,6,YALLAMMA DALAPATHI,Independent,3629,5,3634,2024
Karnataka,6,Raichur,7,MEDHAR SHAMRAO,Bhartiya Jan Samrat Party,2625,15,2640,2024
Karnataka,6,Raichur,8,RAMALINGAPPA,Socialist Unity Centre Of India (COMMUNIST),2404,5,2409,2024
Karnataka,6,Raichur,9,NOTA,None of the Above,9825,25,9850,2024
Karnataka,7,Bidar,1,SAGAR ESHWAR KHANDRE,Indian National Congress,665162,1155,666317,2024
Karnataka,7,Bidar,2,BHAGWANTH KHUBA,Bharatiya Janata Party,535766,1676,537442,2024
Karnataka,7,Bidar,3,AMBADAS SOPANRAO HULSURE,Bahujan Bharat Party,5300,2,5302,2024
Karnataka,7,Bidar,4,PUTARAJ,Bahujan Samaj Party,4541,13,4554,2024
Karnataka,7,Bidar,5,DR. DINKAR MORE,Independent,4105,11,4116,2024
Karnataka,7,Bidar,6,SRI ROPH ABDUL GANI,Independent,3101,3,3104,2024
Karnataka,7,Bidar,7,SHIVRAJ ADIVEPPA SATWAR,Independent,3076,3,3079,2024
Karnataka,7,Bidar,8,RAMVILAS RAMULALJI NAVANDAR,Independent,2694,0,2694,2024
Karnataka,7,Bidar,9,RIYAZ AHMED,Independent,1710,1,1711,2024
Karnataka,7,Bidar,10,MOHD. SHAFEEQ UR RAHAMAN,All India Ulama Congress,1684,10,1694,2024
Karnataka,7,Bidar,11,JAIRAJ KASHAPPA BUKKA ADVOCATE,Independent,1493,0,1493,2024
Karnataka,7,Bidar,12,BALBHEEM UNNE,Independent,1462,8,1470,2024
Karnataka,7,Bidar,13,WASEEMUDDIN,Independent,1169,1,1170,2024
Karnataka,7,Bidar,14,MAHESH GORNALKAR,Republican Party of India (A),974,7,981,2024
Karnataka,7,Bidar,15,DILIP KADWAD,Independent,791,7,798,2024
Karnataka,7,Bidar,16,GOPAL M.P. GARAMPALLI,Independent,765,2,767,2024
Karnataka,7,Bidar,17,RAMESH J CHAVAN,Karnataka Rashtra Samithi,471,1,472,2024
Karnataka,7,Bidar,18,RAMCHANDRA NARAYAN KACHAVE,Kranti Kari Jai Hind Sena,468,4,472,2024
Karnataka,7,Bidar,19,NOTA,None of the Above,4674,12,4686,2024
Karnataka,8,Koppal,1,K. RAJASHEKAR BASAVARAJ HITNAL,Indian National Congress,661921,1590,663511,2024
Karnataka,8,Koppal,2,DR . BASAVARAJ. K. SHARANAPPA,Bharatiya Janata Party,614866,2288,617154,2024
Karnataka,8,Koppal,3,MALLIKARJUN HADAPAD,Independent,7310,4,7314,2024
Karnataka,8,Koppal,4,SHANKARA,Bahujan Samaj Party,7031,12,7043,2024
Karnataka,8,Koppal,5,KARADI BASAVARAJ,Independent,5868,9,5877,2024
Karnataka,8,Koppal,6,RUKMINI,Independent,5279,3,5282,2024
Karnataka,8,Koppal,7,SURESH. GOUDA MUNDINAMANE,Independent,4641,1,4642,2024
Karnataka,8,Koppal,8,NAGARAJ KALAL,Independent,1992,2,1994,2024
Karnataka,8,Koppal,9,KALAPPA YACHRAPPA BADIGER VISHWAKARMA,Independent,1967,15,1982,2024
Karnataka,8,Koppal,10,PA.YA. GANESH,Independent,1892,3,1895,2024
Karnataka,8,Koppal,11,HANAMESH . S . H. SHAKHAPUR,Independent,1247,1,1248,2024
Karnataka,8,Koppal,12,KAREEMPASHA GACHCHINMANI.,Independent,1233,5,1238,2024
Karnataka,8,Koppal,13,ANNOJI RAO. G,Sarva Janata Party,1113,4,1117,2024
Karnataka,8,Koppal,14,SHARANAPPA,Socialist Unity Centre Of India (COMMUNIST),1097,9,1106,2024
Karnataka,8,Koppal,15,NIRUPADI K GOMARSI,Karnataka Rashtra Samithi,891,9,900,2024
Karnataka,8,Koppal,16,RAMZANBEE,All India Ulama Congress,800,6,806,2024
Karnataka,8,Koppal,17,D DURGA PRASAD BYATARAYANAJI,Challengers Party,798,1,799,2024
Karnataka,8,Koppal,18,C. SHARANA BASAPPA,Republican Party of India (Karnataka),770,6,776,2024
Karnataka,8,Koppal,19,IMAMSAB JANGLISAB MULLA,Independent,728,5,733,2024
Karnataka,8,Koppal,20,NOTA,None of the Above,3496,23,3519,2024
Karnataka,9,Bellary,1,E. TUKARAM,Indian National Congress,729581,1264,730845,2024
Karnataka,9,Bellary,2,B. SREERAMULU,Bharatiya Janata Party,629813,2040,631853,2024
Karnataka,9,Bellary,3,VALMIKI KRISHNAPPA,Bahujan Samaj Party,5901,10,5911,2024
Karnataka,9,Bellary,4,C. CHANNAVEERA,Karnataka Rashtra Samithi,3794,3,3797,2024
Karnataka,9,Bellary,5,CONDUCTOR PAMPAPATHI,Independent,2458,2,2460,2024
Karnataka,9,Bellary,6,VEERESH,Independent,1862,8,1870,2024
Karnataka,9,Bellary,7,A. DEVADAS,Socialist Unity Centre Of India (COMMUNIST),1739,2,1741,2024
Karnataka,9,Bellary,8,MANJUNATHA GOSAL,Prahar Janshakti Party,1319,3,1322,2024
Karnataka,9,Bellary,9,ARUN.S.HIREHAL,Independent,1281,1,1282,2024
Karnataka,9,Bellary,10,G. SWAMY,Navabharath Sena,940,4,944,2024
Karnataka,9,Bellary,11,NOTA,None of the Above,7871,18,7889,2024
Karnataka,10,Haveri,1,BASAVARAJ BOMMAI,Bharatiya Janata Party,702189,3349,705538,2024
Karnataka,10,Haveri,2,ANANDSWAMY GADDADEVARMATH,Indian National Congress,660191,1834,662025,2024
Karnataka,10,Haveri,3,SUNANDA KARIYAPPA SHIRHATTI,Independent,4705,2,4707,2024
Karnataka,10,Haveri,4,KHAJAMOHIDDIN GUDAGERI,Socialist Party (India),3398,3,3401,2024
Karnataka,10,Haveri,5,GANGADHAR BADIGER,Socialist Unity Centre Of India (COMMUNIST),2264,6,2270,2024
Karnataka,10,Haveri,6,RUDRAPPA BASAPPA KUMBAR,Independent,1352,4,1356,2024
Karnataka,10,Haveri,7,BASAVARAJ B HADI,Independent,1065,6,1071,2024
Karnataka,10,Haveri,8,PRAJAKEEYA SACHINKUMAR KARJEKANNAVAR,Uttama Prajaakeeya Party,1058,14,1072,2024
Karnataka,10,Haveri,9,DR. G H IMRAPUR,Independent,930,23,953,2024
Karnataka,10,Haveri,10,JAGADISH YALLAPPA BANKAPURA,Independent,660,14,674,2024
Karnataka,10,Haveri,11,TANU CHIKKANNA YADAV,Karnataka Rashtra Samithi,628,8,636,2024
Karnataka,10,Haveri,12,H K NARASIMHAPPA,Samajwadi Janata Party(Karnataka),445,1,446,2024
Karnataka,10,Haveri,13,VISHWANATH SHEERI,Ekam Sanatan Bharat Dal,401,0,401,2024
Karnataka,10,Haveri,14,RASHEEDA BEGUM,Indian Movement Party,396,1,397,2024
Karnataka,10,Haveri,15,NOTA,None of the Above,10831,34,10865,2024
Karnataka,11,Dharwad,1,PRALHAD JOSHI,Bharatiya Janata Party,713649,2582,716231,2024
Karnataka,11,Dharwad,2,VINOD ASOOTI,Indian National Congress,617616,1291,618907,2024
Karnataka,11,Dharwad,3,SHAKEELAHMAD.D.MULLA,Independent,5866,6,5872,2024
Karnataka,11,Dharwad,4,S. S. PATIL,Independent,5153,8,5161,2024
Karnataka,11,Dharwad,5,RAJU ANANTSA NAIKWADI,Independent,3601,0,3601,2024
Karnataka,11,Dharwad,6,JAVEED AHAMED BELGAUMKAR.,Naki Bharatiya Ekta Party,3551,7,3558,2024
Karnataka,11,Dharwad,7,SHARANABASAV GONAVAR,Socialist Unity Centre Of India (COMMUNIST),1148,19,1167,2024
Karnataka,11,Dharwad,8,BALANAGOUDRA MALLIKARJUNAGOUDA,Independent,986,1,987,2024
Karnataka,11,Dharwad,9,TAKAPPA YALLAPPA KALAL,Prahar Janshakti Party,901,4,905,2024
Karnataka,11,Dharwad,10,BUGADI BASAVALINGAPPA IRAPPA,Uttama Prajaakeeya Party,796,4,800,2024
Karnataka,11,Dharwad,11,NAGARAJ. KARENNAVAR.,Karnataka Rashtra Samithi,553,2,555,2024
Karnataka,11,Dharwad,12,PRAVEEN H. H.,Independent,545,3,548,2024
Karnataka,11,Dharwad,13,DR. GURAPPA H IMRAPUR,Independent,510,4,514,2024
Karnataka,11,Dharwad,14,BANKAPUR SHOUKATALI,Tipu Sultan Party,464,9,473,2024
Karnataka,11,Dharwad,15,VINOD DASHARATH GHODKE,"Proutist Bloc, India",409,2,411,2024
Karnataka,11,Dharwad,16,VENKATESH PRASAD. H,Indian Labour Party (Ambedkar Phule),334,3,337,2024
Karnataka,11,Dharwad,17,MOHAMMED ISMAIL MUKTI,Bharatiya Prajagala Kalyana Paksha,313,4,317,2024
Karnataka,11,Dharwad,18,NOTA,None of the Above,6126,21,6147,2024
Karnataka,12,Uttara Kannada,1,VISHWESHWAR HEGDE KAGERI,Bharatiya Janata Party,777887,4608,782495,2024
Karnataka,12,Uttara Kannada,2,DR. ANJALI NIMBALKAR,Indian National Congress,443296,1771,445067,2024
Karnataka,12,Uttara Kannada,3,RAJSHEKHAR. SHANKAR. HINDALAGI.,Independent,5384,13,5397,2024
Karnataka,12,Uttara Kannada,4,GANAPATI HEGDE,Socialist Unity Centre Of India (COMMUNIST),4427,45,4472,2024
Karnataka,12,Uttara Kannada,5,NIRANJAN UDAYSINH SIRDESAI,Independent,4116,53,4169,2024
Karnataka,12,Uttara Kannada,6,NAGARAJ. ANANT. SHIRALI.,Independent,2860,22,2882,2024
Karnataka,12,Uttara Kannada,7,CHIDANAND  HANUMANTHAPPA HARIJAN,Independent,1707,14,1721,2024
Karnataka,12,Uttara Kannada,8,PRAJAAKEEYA SUNIL,Uttama Prajaakeeya Party,1523,43,1566,2024
Karnataka,12,Uttara Kannada,9,VINAYAK NAIK,Karnataka Rashtra Samithi,1230,33,1263,2024
Karnataka,12,Uttara Kannada,10,K. P. PATIL,Independent,901,55,956,2024
Karnataka,12,Uttara Kannada,11,KRISHNA BALEGAR,Independent,897,23,920,2024
Karnataka,12,Uttara Kannada,12,ARAVIND GOWDA,Independent,872,32,904,2024
Karnataka,12,Uttara Kannada,13,AVINASH. NARAYAN. PATIL.,Independent,761,12,773,2024
Karnataka,12,Uttara Kannada,14,NOTA,None of the Above,10151,25,10176,2024
Karnataka,13,Davanagere,1,DR. PRABHA MALLIKARJUN,Indian National Congress,631453,1606,633059,2024
Karnataka,13,Davanagere,2,GAYITHRI SIDDESHWARA,Bharatiya Janata Party,604531,2434,606965,2024
Karnataka,13,Davanagere,3,G.B.VINAY KUMAR,Independent,42624,283,42907,2024
Karnataka,13,Davanagere,4,T.JABEENA AAPA,Independent,5127,1,5128,2024
Karnataka,13,Davanagere,5,D. HANUMANTHAPPA,Bahujan Samaj Party,4462,13,4475,2024
Karnataka,13,Davanagere,6,TASLIM BANU,Independent,4140,1,4141,2024
Karnataka,13,Davanagere,7,T.CHANDRU,Independent,3043,0,3043,2024
Karnataka,13,Davanagere,8,G.M.GAYITRI SIDDESHI,Independent,2453,11,2464,2024
Karnataka,13,Davanagere,9,PARAVEEJ.H,Independent,1867,2,1869,2024
Karnataka,13,Davanagere,10,ESHWARA SHENGA,Uttama Prajaakeeya Party,1424,6,1430,2024
Karnataka,13,Davanagere,11,A.K.GANESH,Independent,1054,1,1055,2024
Karnataka,13,Davanagere,12,M.C.SREENIVAS,Bharatiya Prajagala Kalyana Paksha,968,5,973,2024
Karnataka,13,Davanagere,13,SYED ZABIULLA.K,Independent,843,1,844,2024
Karnataka,13,Davanagere,14,ANABERU THIPPESWAMY,Socialist Unity Centre Of India (COMMUNIST),842,7,849,2024
Karnataka,13,Davanagere,15,SALEEM S,Independent,799,0,799,2024
Karnataka,13,Davanagere,16,MOHAMED HAYATH.M,Independent,721,1,722,2024
Karnataka,13,Davanagere,17,ABDUL NAZEER AHAMMED,Independent,651,1,652,2024
Karnataka,13,Davanagere,18,RASHEED KHAN,Independent,599,1,600,2024
Karnataka,13,Davanagere,19,M.G.SRIKANTH,Navabharath Sena,555,6,561,2024
Karnataka,13,Davanagere,20,M.P. KHALANDAR,Country Citizen Party,536,3,539,2024
Karnataka,13,Davanagere,21,PEDDAPPA S,Independent,506,2,508,2024
Karnataka,13,Davanagere,22,G.M.BARKATH ALI BASHA,Independent,470,1,471,2024
Karnataka,13,Davanagere,23,K.S. VEERBHADRAPPA,Karnataka Rashtra Samithi,466,9,475,2024
Karnataka,13,Davanagere,24,VEERESH.S (LION VEERESH),Rani Chennamma Party,457,1,458,2024
Karnataka,13,Davanagere,25,DODDESH.H.S,Janahitha Paksha,439,1,440,2024
Karnataka,13,Davanagere,26,BARKATH ALI,Independent,409,2,411,2024
Karnataka,13,Davanagere,27,MANJU. MARIKOPPA,Independent,376,2,378,2024
Karnataka,13,Davanagere,28,RUDRESHA.K.H,Samaj Vikas Kranti Party,346,2,348,2024
Karnataka,13,Davanagere,29,RAVINAIK. B,Independent,317,3,320,2024
Karnataka,13,Davanagere,30,MAHABUB BASHA,Independent,308,0,308,2024
Karnataka,13,Davanagere,31,NOTA,None of the Above,3165,11,3176,2024
Karnataka,14,Shimoga,1,B.Y.RAGHAVENDRA,Bharatiya Janata Party,775731,2990,778721,2024
Karnataka,14,Shimoga,2,GEETHA SHIVARAJKUMAR,Indian National Congress,533622,1384,535006,2024
Karnataka,14,Shimoga,3,K. S. ESHWARAPPA,Independent,29959,91,30050,2024
Karnataka,14,Shimoga,4,BANDI,Independent,7265,1,7266,2024
Karnataka,14,Shimoga,5,RAVIKUMARA N.,Independent,4551,1,4552,2024
Karnataka,14,Shimoga,6,POOJA N. ANNAIAH,Independent,3454,3,3457,2024
Karnataka,14,Shimoga,7,A.D. SHIVAPPA,Bahujan Samaj Party,2772,7,2779,2024
Karnataka,14,Shimoga,8,N. V. NAVEEN KUMAR,Independent,1992,1,1993,2024
Karnataka,14,Shimoga,9,ARUNA KANAHALLI,Uttama Prajaakeeya Party,1475,3,1478,2024
Karnataka,14,Shimoga,10,E.H. NAYAK,Independent,953,1,954,2024
Karnataka,14,Shimoga,11,JOHN BENNY,Independent,863,4,867,2024
Karnataka,14,Shimoga,12,GANESH. B (BELLI),Independent,736,11,747,2024
Karnataka,14,Shimoga,13,D.S. ESHWARAPPA,Independent,687,8,695,2024
Karnataka,14,Shimoga,14,KUNAJE MANJUNATHA GOWDA,Independent,671,12,683,2024
Karnataka,14,Shimoga,15,S.K PRABHU,Karnataka Rashtra Samithi,611,6,617,2024
Karnataka,14,Shimoga,16,SHIVARUDRAIAH SWAMY,Independent,599,0,599,2024
Karnataka,14,Shimoga,17,IMTIYAZ A. ATTAR,Independent,440,2,442,2024
Karnataka,14,Shimoga,18,MOHAMMED YUSUF KHAN,Young Star Empowerment Party,403,1,404,2024
Karnataka,14,Shimoga,19,G. JAYADEVA,Independent,367,1,368,2024
Karnataka,14,Shimoga,20,CHANDRASHEKAR. H C,Independent,352,5,357,2024
Karnataka,14,Shimoga,21,P. SRIPATHI. BHAT,Independent,343,1,344,2024
Karnataka,14,Shimoga,22,SANDESH SHETTY. A,Independent,292,1,293,2024
Karnataka,14,Shimoga,23,H SURESH POOJARI,Independent,219,1,220,2024
Karnataka,14,Shimoga,24,NOTA,None of the Above,4311,21,4332,2024
Karnataka,15,Udupi Chikmagalur,1,KOTA SRINIVAS POOJARY,Bharatiya Janata Party,728219,4015,732234,2024
Karnataka,15,Udupi Chikmagalur,2,K. JAYAPRAKASH HEGDE,Indian National Congress,470769,2290,473059,2024
Karnataka,15,Udupi Chikmagalur,3,K.T. RADHAKRISHNA,Bahujan Samaj Party,5378,39,5417,2024
Karnataka,15,Udupi Chikmagalur,4,SUDHEER KANCHAN MARAKALA,Independent,2281,5,2286,2024
Karnataka,15,Udupi Chikmagalur,5,SACHIN B.K,Uttama Prajaakeeya Party,1299,34,1333,2024
Karnataka,15,Udupi Chikmagalur,6,M. K. DAYANANDA,Proutist Sarva Samaj,1049,20,1069,2024
Karnataka,15,Udupi Chikmagalur,7,VIJAY KUMAR M. G,Independent,943,13,956,2024
Karnataka,15,Udupi Chikmagalur,8,SUPREETH KUMAR POOJARY KATEEL,Janahitha Paksha,670,20,690,2024
Karnataka,15,Udupi Chikmagalur,9,SHABAREESH,Karunada Sevakara Party,560,5,565,2024
Karnataka,15,Udupi Chikmagalur,10,L. RANGANATH GOWDA,Karnataka Rashtra Samithi,536,4,540,2024
Karnataka,15,Udupi Chikmagalur,11,NOTA,None of the Above,11235,34,11269,2024
Karnataka,16,Hassan,1,SHREYAS. M. PATEL,Indian National Congress,670274,2714,672988,2024
Karnataka,16,Hassan,2,PRAJWAL REVANNA,Janata Dal  (Secular),626536,3803,630339,2024
Karnataka,16,Hassan,3,GANGADHAR BAHUJAN,Bahujan Samaj Party,12068,105,12173,2024
Karnataka,16,Hassan,4,DEVARAJ M.Y,Karnataka Rashtra Samithi,6033,24,6057,2024
Karnataka,16,Hassan,5,H D REVANNA,Purvanchal Mahapanchayat,4256,16,4272,2024
Karnataka,16,Hassan,6,BASAVARAJU J.D (EX-ARMY),Independent,3983,80,4063,2024
Karnataka,16,Hassan,7,SANTHOSH B.N,Independent,3444,5,3449,2024
Karnataka,16,Hassan,8,HEMANTH GAVEESH,Independent,3277,4,3281,2024
Karnataka,16,Hassan,9,PRATHAPA K.A,Uttama Prajaakeeya Party,3213,37,3250,2024
Karnataka,16,Hassan,10,S.K. NINGARAJA,Bahujan Bharat Party,1710,20,1730,2024
Karnataka,16,Hassan,11,B.N. SURESHA (SURESHGOWDA),Independent,1409,9,1418,2024
Karnataka,16,Hassan,12,SIDDABHOVI,Independent,940,47,987,2024
Karnataka,16,Hassan,13,SHIVARAJ. B,Republican Party of India Bharatha,843,5,848,2024
Karnataka,16,Hassan,14,R.G. SATHISHA RAMEDEVARAPURA,Independent,823,46,869,2024
Karnataka,16,Hassan,15,K.R. GANGADHARAPPA,Independent,734,8,742,2024
Karnataka,16,Hassan,16,NOTA,None of the Above,8470,71,8541,2024
Karnataka,17,Dakshina Kannada,1,CAPTAIN BRIJESH CHOWTA,Bharatiya Janata Party,760130,4002,764132,2024
Karnataka,17,Dakshina Kannada,2,PADMARAJ.R.POOJARY,Indian National Congress,612103,2821,614924,2024
Karnataka,17,Dakshina Kannada,3,KANTHAPPA ALANGAR,Bahujan Samaj Party,4202,30,4232,2024
Karnataka,17,Dakshina Kannada,4,DURGA PRASAD,Karunada Sevakara Party,2578,14,2592,2024
Karnataka,17,Dakshina Kannada,5,SUPREETH KUMAR POOJARY  KATEEL,Independent,1884,17,1901,2024
Karnataka,17,Dakshina Kannada,6,MAXIM PINTO,Independent,1654,36,1690,2024
Karnataka,17,Dakshina Kannada,7,PRAJAAKEEYA MANOHARA,Uttama Prajaakeeya Party,964,7,971,2024
Karnataka,17,Dakshina Kannada,8,DEEPAK RAJESH COELHO,Independent,950,26,976,2024
Karnataka,17,Dakshina Kannada,9,RANJINI. M,Karnataka Rashtra Samithi,758,18,776,2024
Karnataka,17,Dakshina Kannada,10,NOTA,None of the Above,23515,61,23576,2024
Karnataka,18,Chitradurga,1,GOVIND MAKTHAPPA KARJOL,Bharatiya Janata Party,681217,3673,684890,2024
Karnataka,18,Chitradurga,2,B.N.CHANDRAPPA,Indian National Congress,634152,2617,636769,2024
Karnataka,18,Chitradurga,3,ASHOKA CHAKRAVARTHI,Bahujan Samaj Party,7679,26,7705,2024
Karnataka,18,Chitradurga,4,NARASIMHARAJU. C.N.,Karnataka Rashtra Samithi,4932,18,4950,2024
Karnataka,18,Chitradurga,5,SRINIVASAPURADA SRINIVASABABU PAVAGADA,Independent,4539,9,4548,2024
Karnataka,18,Chitradurga,6,"B. VENKATESHA, SHILPI",Independent,4196,5,4201,2024
Karnataka,18,Chitradurga,7,MANJUNATHA SWAMY T,Independent,2652,24,2676,2024
Karnataka,18,Chitradurga,8,BHUTHARAJA. V.S.,Independent,2386,11,2397,2024
Karnataka,18,Chitradurga,9,RAGHU KUMAR .S,Independent,2318,19,2337,2024
Karnataka,18,Chitradurga,10,RAMESH NAIK .T.,Uttama Prajaakeeya Party,2187,19,2206,2024
Karnataka,18,Chitradurga,11,NAGARAJAPPA,Independent,1674,5,1679,2024
Karnataka,18,Chitradurga,12,K  NARASHIMAMURTHY,Independent,1385,12,1397,2024
Karnataka,18,Chitradurga,13,SUDHAKARA .R,Independent,1201,10,1211,2024
Karnataka,18,Chitradurga,14,TULASI.H,Independent,1065,17,1082,2024
Karnataka,18,Chitradurga,15,GANESH.,Independent,1048,45,1093,2024
Karnataka,18,Chitradurga,16,SHABAREESH.,Karunada Sevakara Party,1014,4,1018,2024
Karnataka,18,Chitradurga,17,SUJATHA .D.,Socialist Unity Centre Of India (COMMUNIST),996,18,1014,2024
Karnataka,18,Chitradurga,18,DR M.P. DARAKESWARAIAH,Independent,982,10,992,2024
Karnataka,18,Chitradurga,19,AMRUTH RAJA.,Independent,804,30,834,2024
Karnataka,18,Chitradurga,20,B.T. RAMASUBBAIAH,Indian Movement Party,718,2,720,2024
Karnataka,18,Chitradurga,21,NOTA,None of the Above,3156,34,3190,2024
Karnataka,19,Tumkur,1,V. SOMANNA,Bharatiya Janata Party,716709,4237,720946,2024
Karnataka,19,Tumkur,2,S.P. MUDDAHANUMEGOWDA,Indian National Congress,543064,2288,545352,2024
Karnataka,19,Tumkur,3,J.K. SAMI,Independent,6761,14,6775,2024
Karnataka,19,Tumkur,4,RAJASIMHA J. N.,Bahujan Samaj Party,5521,33,5554,2024
Karnataka,19,Tumkur,5,S.N. SWAMY,Socialist Unity Centre Of India (COMMUNIST),4582,9,4591,2024
Karnataka,19,Tumkur,6,RANGANATHA. R.S,Independent,3129,3,3132,2024
Karnataka,19,Tumkur,7,MALLIKARJUNAIAH,Independent,1872,8,1880,2024
Karnataka,19,Tumkur,8,SIDDARAMEGOWDA T. B,Independent,1644,2,1646,2024
Karnataka,19,Tumkur,9,PRADEEP KUMAR DODDAMUDDEGOWDA,Karnataka Rashtra Samithi,1606,12,1618,2024
Karnataka,19,Tumkur,10,H.L. MOHAN KUMAR,Independent,890,3,893,2024
Karnataka,19,Tumkur,11,PRAKASH. R.A. JAIN,Independent,859,4,863,2024
Karnataka,19,Tumkur,12,NEELAKANTESHA. H S,Independent,710,9,719,2024
Karnataka,19,Tumkur,13,R. PUSHPA,Independent,622,7,629,2024
Karnataka,19,Tumkur,14,B. DEVARAJ,Independent,491,8,499,2024
Karnataka,19,Tumkur,15,R. NARAYANAPPA,Independent,483,24,507,2024
Karnataka,19,Tumkur,16,DR. H.B.M. HIREMATH,Kannada  Paksha,477,0,477,2024
