State,PC No,PC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Year 
Andhra Pradesh,14,Narsaraopet,5,KUCHIPUDI JOHN BABU,Jaibhim Rao Bharat Party,2328,8,2336,2024
Andhra Pradesh,14,Narsaraopet,6,GARLAPATI SUBHASH PREM,Revolutionary Socialist Party,1243,2,1245,2024
Andhra Pradesh,14,Narsaraopet,7,YAMPATI VEERANJANEYA REDDY,Independent,1056,1,1057,2024
Andhra Pradesh,14,Narsaraopet,8,SUBBARAO CHALLA,Independent,1051,0,1051,2024
Andhra Pradesh,14,Narsaraopet,9,ABDUL RAJAK SHAIK,Independent,718,5,723,2024
Andhra Pradesh,14,Narsaraopet,10,KOTA POTHURAJU,Pyramid Party of India,667,3,670,2024
Andhra Pradesh,14,Narsaraopet,11,P VENKATESH,Jaathia Chethi Vruthula Ikya Vedika Party,385,3,388,2024
Andhra Pradesh,14,Narsaraopet,12,PASUPULETI PICHAIAH,National Nava Kranthi Party,353,3,356,2024
Andhra Pradesh,14,Narsaraopet,13,PAPPULA SAMBASIVA RAO,Navarang Congress Party,331,1,332,2024
Andhra Pradesh,14,Narsaraopet,14,DOCTOR GODA RAMESH KUMAR,Jatiya Jana Sena Party,305,4,309,2024
Andhra Pradesh,14,Narsaraopet,15,THOKALA NAGA RAJU,All India Forward Bloc,277,8,285,2024
Andhra Pradesh,14,Narsaraopet,16,NOTA,None of the Above,11120,79,11199,2024
Andhra Pradesh,15,Bapatla (SC),1,KRISHNA PRASAD TENNETI,Telugu Desam,706757,10736,717493,2024
Andhra Pradesh,15,Bapatla (SC),2,NANDIGAM SURESH BABU,Yuvajana Sramika Rythu Congress Party,503816,5646,509462,2024
Andhra Pradesh,15,Bapatla (SC),3,J.D. SEELAM,Indian National Congress,41673,1586,43259,2024
Andhra Pradesh,15,Bapatla (SC),4,DOKKA JAGAN MOHANA RAO,Bahujan Samaj Party,6774,83,6857,2024
Andhra Pradesh,15,Bapatla (SC),5,NALAMALA TIRUPATI RAO,Navataram Party,2888,76,2964,2024
Andhra Pradesh,15,Bapatla (SC),6,BUSSA. NAGARAJU,Independent,1311,7,1318,2024
Andhra Pradesh,15,Bapatla (SC),7,GADDE. VIJAYA LAKSHMI,Independent,1046,5,1051,2024
Andhra Pradesh,15,Bapatla (SC),8,KATTAPOGU. VIJAY KUMAR,Pyramid Party of India,893,4,897,2024
Andhra Pradesh,15,Bapatla (SC),9,KONDRU KIRAN KUMAR,Independent,791,6,797,2024
Andhra Pradesh,15,Bapatla (SC),10,KATTA ANAND BABU,Independent,704,25,729,2024
Andhra Pradesh,15,Bapatla (SC),11,MERUGUPALA SADASIVA RAO,India Praja Bandhu Party,669,4,673,2024
Andhra Pradesh,15,Bapatla (SC),12,KATTA HEMANAND,Independent,547,2,549,2024
Andhra Pradesh,15,Bapatla (SC),13,PARRE. KOTAIAH,Jaibhim Rao Bharat Party,408,4,412,2024
Andhra Pradesh,15,Bapatla (SC),14,PALADUG VIJENDRA RAO (BAHUJAN),Liberation Congress Party,294,12,306,2024
Andhra Pradesh,15,Bapatla (SC),15,CHINNAM MURALIDHAR,All Peoples Party,252,3,255,2024
Andhra Pradesh,15,Bapatla (SC),16,NOTA,None of the Above,13599,124,13723,2024
Andhra Pradesh,16,Ongole,1,MAGUNTA SREENIVASULU REDDY,Telugu Desam,689829,12065,701894,2024
Andhra Pradesh,16,Ongole,2,DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,644052,7643,651695,2024
Andhra Pradesh,16,Ongole,3,EDA SUDHAKARA REDDY,Indian National Congress,25803,919,26722,2024
Andhra Pradesh,16,Ongole,4,DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,6238,76,6314,2024
Andhra Pradesh,16,Ongole,5,BUCHI EDUKONDALU,Independent,3046,2,3048,2024
Andhra Pradesh,16,Ongole,6,PODILI RAMBABU,Independent,3035,38,3073,2024
Andhra Pradesh,16,Ongole,7,ORSU VEENA,Jai Bharat National Party,2242,25,2267,2024
Andhra Pradesh,16,Ongole,8,BONTHA RANGA REDDY,Independent,1923,0,1923,2024
Andhra Pradesh,16,Ongole,9,BODDU KRANTHI KUMAR,Independent,1797,1,1798,2024
Andhra Pradesh,16,Ongole,10,MOHAN GOUD J V,Independent,1442,5,1447,2024
Andhra Pradesh,16,Ongole,11,U MADHU BABU,Independent,1006,2,1008,2024
Andhra Pradesh,16,Ongole,12,KARATAPU RAJU,Independent,730,5,735,2024
Andhra Pradesh,16,Ongole,13,JAGADEESH RAYAPATI,Independent,713,12,725,2024
Andhra Pradesh,16,Ongole,14,DEVIREDDY BALANJANEYULU,Independent,710,6,716,2024
Andhra Pradesh,16,Ongole,15,HARI PRASAD TUPAKULA,Independent,706,5,711,2024
Andhra Pradesh,16,Ongole,16,PASAM VENKATESWARLU YADAV,Samajwadi Party,699,44,743,2024
Andhra Pradesh,16,Ongole,17,SURYA TEJA KOTA,Pyramid Party of India,674,9,683,2024
Andhra Pradesh,16,Ongole,18,AKUMALLA MALLIKARJUNA REDDY,Independent,575,0,575,2024
Andhra Pradesh,16,Ongole,19,VESHAPOGU GURAVABABU,Independent,457,4,461,2024
Andhra Pradesh,16,Ongole,20,KOMMU YOHANU,Liberation Congress Party,454,7,461,2024
Andhra Pradesh,16,Ongole,21,SESHUBABU GUDDANTI,Independent,449,0,449,2024
Andhra Pradesh,16,Ongole,22,SINGAMNENI SREEKANTH,Independent,407,3,410,2024
Andhra Pradesh,16,Ongole,23,YARRA DASARADHARAMAIAH,Independent,394,0,394,2024
Andhra Pradesh,16,Ongole,24,KOTA VAMSI KRISHNA,Independent,365,0,365,2024
Andhra Pradesh,16,Ongole,25,K PAVAN KALYAN,Jatiya Jana Sena Party,362,30,392,2024
Andhra Pradesh,16,Ongole,26,NOTA,None of the Above,13066,139,13205,2024
Andhra Pradesh,17,Nandyal,1,DR BYREDDY SHABARI,Telugu Desam,689417,11714,701131,2024
Andhra Pradesh,17,Nandyal,2,POCHA BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party,583155,6001,589156,2024
Andhra Pradesh,17,Nandyal,3,J LAKSHMI NARASIMHA YADAV,Indian National Congress,54920,1284,56204,2024
Andhra Pradesh,17,Nandyal,4,P GURUVAIAH,Independent,8190,1,8191,2024
Andhra Pradesh,17,Nandyal,5,A CHINNA MOULALI,Bahujan Samaj Party,7768,63,7831,2024
Andhra Pradesh,17,Nandyal,6,HAFIZ ATAULLAH KHAN,Social Democratic Party Of India,6858,74,6932,2024
Andhra Pradesh,17,Nandyal,7,KOMMUSANI PEDDA KAMBAGIRI SWAMY,Independent,4633,0,4633,2024
Andhra Pradesh,17,Nandyal,8,GAGGERA VENKATA RAMANAIAH,Independent,3027,4,3031,2024
Andhra Pradesh,17,Nandyal,9,DUMAVATH SWAMY NAIK,Independent,2348,10,2358,2024
Andhra Pradesh,17,Nandyal,10,KUNUKUNTLA RAMUDU,Independent,1408,5,1413,2024
Andhra Pradesh,17,Nandyal,11,E ANIL KUMAR,Independent,1332,2,1334,2024
Andhra Pradesh,17,Nandyal,12,C SURENDRA NATHA REDDY,Independent,1267,1,1268,2024
Andhra Pradesh,17,Nandyal,13,BRAHMANANDA REDDY K,Independent,1261,11,1272,2024
Andhra Pradesh,17,Nandyal,14,UPPU SUBBARAYUDU,Jaathia Chethi Vruthula Ikya Vedika Party,785,6,791,2024
Andhra Pradesh,17,Nandyal,15,NAGESWARA RAO,Independent,678,2,680,2024
Andhra Pradesh,17,Nandyal,16,VIJAYA BHASKAR REDDYPOGU,Independent,641,0,641,2024
Andhra Pradesh,17,Nandyal,17,YELAMPALLE GOVARDHAN REDDY,All India Forward Bloc,638,4,642,2024
Andhra Pradesh,17,Nandyal,18,BHUMA VEERA BHADRA REDDY,Navarang Congress Party,630,16,646,2024
Andhra Pradesh,17,Nandyal,19,PANDU RANGA YADAV SIDDAPU,Samajwadi Party,594,11,605,2024
Andhra Pradesh,17,Nandyal,20,CHANDINI REDDY VAKATI,Liberation Congress Party,546,10,556,2024
Andhra Pradesh,17,Nandyal,21,B C RAMANADHA AREDDY,Independent,472,0,472,2024
Andhra Pradesh,17,Nandyal,22,GAJULA SHALIMIYA,Anna YSR Congress Party,468,18,486,2024
Andhra Pradesh,17,Nandyal,23,KULURU RAMA KRISHNA REDDY,Neethi Nijayithi Party,428,2,430,2024
Andhra Pradesh,17,Nandyal,24,CH P MALLESWARUDU,Independent,417,4,421,2024
Andhra Pradesh,17,Nandyal,25,I V PAKKIR REDDY,Independent,408,2,410,2024
Andhra Pradesh,17,Nandyal,26,V MADHUSUDHANA REDDY,Independent,399,2,401,2024
Andhra Pradesh,17,Nandyal,27,BUSHAKU MAHESWARA REDDY,Independent,390,0,390,2024
Andhra Pradesh,17,Nandyal,28,U P MUNI REDDY,Independent,376,0,376,2024
Andhra Pradesh,17,Nandyal,29,GOGULA SUGUNAMMA,Jai Maha Bharath Party,375,4,379,2024
Andhra Pradesh,17,Nandyal,30,BELLAMKONDA SREENIVASULU,Independent,352,1,353,2024
Andhra Pradesh,17,Nandyal,31,BALIJA SHIVA KUMAR,Independent,288,0,288,2024
Andhra Pradesh,17,Nandyal,32,NOTA,None of the Above,10538,159,10697,2024
Andhra Pradesh,18,Kurnoolu,1,BASTIPATI NAGARAJU PANCHALINGALA,Telugu Desam,650335,8579,658914,2024
Andhra Pradesh,18,Kurnoolu,2,B Y RAMAIAH,Yuvajana Sramika Rythu Congress Party,543801,3815,547616,2024
Andhra Pradesh,18,Kurnoolu,3,P.G.RAMPULLAIAH YADAV LUCKY-2,Indian National Congress,68972,1401,70373,2024
Andhra Pradesh,18,Kurnoolu,4,MANCHALA LAKSHMI NARAYANA,Bahujan Samaj Party,8533,56,8589,2024
Andhra Pradesh,18,Kurnoolu,5,BOYA SURESH,Independent,5891,9,5900,2024
Andhra Pradesh,18,Kurnoolu,6,T. BEECHUPALLI,Independent,5125,2,5127,2024
Andhra Pradesh,18,Kurnoolu,7,VIJAYA BHASKAR .REDDYPOGU,Independent,3504,4,3508,2024
Andhra Pradesh,18,Kurnoolu,8,PAGADALA KODANDA,Independent,3070,6,3076,2024
Andhra Pradesh,18,Kurnoolu,9,DEVARAPOGU MADDILETY,Independent,2576,6,2582,2024
Andhra Pradesh,18,Kurnoolu,10,PRAKASH REDDY RALAMPADU,Independent,2222,3,2225,2024
Andhra Pradesh,18,Kurnoolu,11,JAHANGIR AHMED,Social Democratic Party Of India,2058,16,2074,2024
Andhra Pradesh,18,Kurnoolu,12,DR. REDDYPOGU PRAVEEN KUMAR,Independent,1847,9,1856,2024
Andhra Pradesh,18,Kurnoolu,13,ABDUL SATTAR  A.S.R,Anna YSR Congress Party,1565,36,1601,2024
Andhra Pradesh,18,Kurnoolu,14,VALMIKI ARJUNA,Bharatha Chaitanya Yuvajana Party,1385,5,1390,2024
Andhra Pradesh,18,Kurnoolu,15,URUKUNDU VADDE,Independent,1284,11,1295,2024
Andhra Pradesh,18,Kurnoolu,16,MALLEPOGU NAGANNA,Socialist Unity Centre Of India (COMMUNIST),1162,2,1164,2024
Andhra Pradesh,18,Kurnoolu,17,SUNKARA SREEDHAR,Jai Bharat National Party,1149,14,1163,2024
Andhra Pradesh,18,Kurnoolu,18,TARIGOPULA RAJABABU,All Peoples Party,1032,1,1033,2024
Andhra Pradesh,18,Kurnoolu,19,AMRUTH KUMAR SALKAPURAM,Liberation Congress Party,777,6,783,2024
Andhra Pradesh,18,Kurnoolu,20,NOTA,None of the Above,10394,117,10511,2024
Andhra Pradesh,19,Ananthapur,1,AMBICA G LAKSHMINARAYANA VALMIKI,Telugu Desam,755862,12383,768245,2024
Andhra Pradesh,19,Ananthapur,2,MALAGUNDLA SANKAR NARAYANA,Yuvajana Sramika Rythu Congress Party,573769,5921,579690,2024
Andhra Pradesh,19,Ananthapur,3,MALLIKARJUNA VAJJALA,Indian National Congress,41954,1263,43217,2024
Andhra Pradesh,19,Ananthapur,4,G.V.RAMANA REDDY,Independent,6436,3,6439,2024
Andhra Pradesh,19,Ananthapur,5,BANASI NARAYANAPPA,Bahujan Samaj Party,6280,116,6396,2024
Andhra Pradesh,19,Ananthapur,6,V.MURALI PRASAD REDDY,Independent,5775,3,5778,2024
Andhra Pradesh,19,Ananthapur,7,DR.NALLANI RAMESH NAIDU,Andhra Rastra Praja Samithi,4862,127,4989,2024
Andhra Pradesh,19,Ananthapur,8,M.SURENDRA,Pyramid Party of India,2927,8,2935,2024
Andhra Pradesh,19,Ananthapur,9,U.C.VENKATASUBBAIAH,Jaathia Chethi Vruthula Ikya Vedika Party,2533,7,2540,2024
Andhra Pradesh,19,Ananthapur,10,P.CHOWDESWARI,Independent,1514,4,1518,2024
Andhra Pradesh,19,Ananthapur,11,VADLA KESAVAIAH,Independent,1488,6,1494,2024
Andhra Pradesh,19,Ananthapur,12,B.RAGHAVENDRA PRASAD,Independent,1317,1,1318,2024
Andhra Pradesh,19,Ananthapur,13,KETHIREDDY RAGHUNATHAREDDY,Independent,1086,5,1091,2024
Andhra Pradesh,19,Ananthapur,14,LOKANATH GOWD SURAGOWINI,Independent,1085,6,1091,2024
Andhra Pradesh,19,Ananthapur,15,SREERANGARAJULA GOPINATH ROYAL,Independent,903,1,904,2024
Andhra Pradesh,19,Ananthapur,16,SHAIK.NIZAM,Samajwadi Party,749,4,753,2024
Andhra Pradesh,19,Ananthapur,17,RAMAVTH CHINNA RAMAPPA NAIK,Jaibhim Rao Bharat Party,735,10,745,2024
Andhra Pradesh,19,Ananthapur,18,KURUBA MALLIKARJUNA.S.,All India Kisan Janatha party,574,4,578,2024
Andhra Pradesh,19,Ananthapur,19,B.NAGAMUTHYALU,Socialist Unity Centre Of India (COMMUNIST),566,4,570,2024
Andhra Pradesh,19,Ananthapur,20,SRINIVASA RAJU.O,Bhartiya Panchyat Party,489,5,494,2024
Andhra Pradesh,19,Ananthapur,21,DURGA PRASAD D BYATARAYANAJI,Challengers Party,439,5,444,2024
Andhra Pradesh,19,Ananthapur,22,NOTA,None of the Above,9014,185,9199,2024
Andhra Pradesh,20,Hindupur,1,B K PARTHASARATHI,Telugu Desam,713013,12521,725534,2024
Andhra Pradesh,20,Hindupur,2,J SHANTHA,Yuvajana Sramika Rythu Congress Party,587406,5701,593107,2024
Andhra Pradesh,20,Hindupur,3,B A SAMAD SHAHEEN,Indian National Congress,53989,1070,55059,2024
Andhra Pradesh,20,Hindupur,4,BHAGYA R S,Bahujan Samaj Party,7949,66,8015,2024
Andhra Pradesh,20,Hindupur,5,PRATHAP REDDY GORLA,Independent,5380,64,5444,2024
Andhra Pradesh,20,Hindupur,6,H D HANUMANTHE GOWD,Independent,2270,8,2278,2024
Andhra Pradesh,20,Hindupur,7,ANJINAPPA GARI SREENIVASULU,Revolutionary Socialist Party,2045,6,2051,2024
Andhra Pradesh,20,Hindupur,8,S N SURESH,Independent,1611,20,1631,2024
Andhra Pradesh,20,Hindupur,9,DASAGANIPALLI KULLAYAPPA,Independent,1317,11,1328,2024
Andhra Pradesh,20,Hindupur,10,ASHOK,Socialist Unity Centre Of India (COMMUNIST),1282,10,1292,2024
Andhra Pradesh,20,Hindupur,11,T SUDHAKAR REDDY,Independent,1227,10,1237,2024
Andhra Pradesh,20,Hindupur,12,S RAGHUNATHA REDDY,Independent,693,17,710,2024
Andhra Pradesh,20,Hindupur,13,BUDILI DHANUNJAYA,National Nava Kranthi Party,679,3,682,2024
Andhra Pradesh,20,Hindupur,14,NOTA,None of the Above,17826,145,17971,2024
Andhra Pradesh,21,Kadapa,1,Y. S. AVINASH REDDY,Yuvajana Sramika Rythu Congress Party,598406,6737,605143,2024
Andhra Pradesh,21,Kadapa,2,CHADIPIRALLA BHUPESH SUBBARAMI REDDY,Telugu Desam,532358,10090,542448,2024
Andhra Pradesh,21,Kadapa,3,Y.S. SHARMILA REDDY,Indian National Congress,136395,4644,141039,2024
Andhra Pradesh,21,Kadapa,4,PANDITI. GURAPPA.,Bahujan Samaj Party,3790,20,3810,2024
Andhra Pradesh,21,Kadapa,5,VENU GOPAL RACHINENI,Rashtriya Praja Congress  (Secular),3500,70,3570,2024
Andhra Pradesh,21,Kadapa,6,CHINNAPUREDDY GOPALA KRISHNA REDDY,Independent,2414,16,2430,2024
Andhra Pradesh,21,Kadapa,7,KUNCHAM. VENKATA SUBBA REDDY,Rayalaseema Rashtra Samithi,2329,4,2333,2024
Andhra Pradesh,21,Kadapa,8,L. KHAJA HUSSAIN,Independent,1087,1,1088,2024
Andhra Pradesh,21,Kadapa,9,ANKIREDDY. SURESH KUMAR REDDY.,All India Forward Bloc,752,3,755,2024
Andhra Pradesh,21,Kadapa,10,KAKARLA SHANMUKHA REDDY,Independent,633,14,647,2024
Andhra Pradesh,21,Kadapa,11,PALLE RAMESH,Jaibhim Rao Bharat Party,619,5,624,2024
Andhra Pradesh,21,Kadapa,12,CHAN BASHA. S,Anna YSR Congress Party,432,7,439,2024
Andhra Pradesh,21,Kadapa,13,J. V. RAMANA,Jaathia Chethi Vruthula Ikya Vedika Party,414,20,434,2024
Andhra Pradesh,21,Kadapa,14,MALIKIREDDY. HANUMANTHA REDDY,Jana Sahayaka Sakthi,358,11,369,2024
Andhra Pradesh,21,Kadapa,15,NOTA,None of the Above,16660,186,16846,2024
Andhra Pradesh,22,Nellore,1,PRABHAKAR REDDY VEMIREDDY,Telugu Desam,750771,15431,766202,2024
Andhra Pradesh,22,Nellore,2,VENUMBAKA VIJAYASAI REDDY,Yuvajana Sramika Rythu Congress Party,514375,5925,520300,2024
Andhra Pradesh,22,Nellore,3,KOPPULA RAJU,Indian National Congress,53264,1580,54844,2024
Andhra Pradesh,22,Nellore,4,BHASKAR NASINA,Bahujan Samaj Party,5710,101,5811,2024
Andhra Pradesh,22,Nellore,5,VIVEKA MANNEPALLI,Revolutionary Socialist Party,2794,10,2804,2024
Andhra Pradesh,22,Nellore,6,KOPPALA RAGHU,Independent,2010,5,2015,2024
Andhra Pradesh,22,Nellore,7,GAJULA SOMA SEKHAR,Jai Bharat National Party,1775,4,1779,2024
Andhra Pradesh,22,Nellore,8,SHAIK MUZIBUR RAHAMAN,Pyramid Party of India,1315,15,1330,2024
Andhra Pradesh,22,Nellore,9,SHAIK MAHABOOB BASHA (MABU),Republican Party of India (A),1228,5,1233,2024
Andhra Pradesh,22,Nellore,10,MALLEPALLY RAGHU,Navarang Congress Party,1104,1,1105,2024
Andhra Pradesh,22,Nellore,11,SHAIK SHAFI AHMED,All India Forward Bloc,1037,0,1037,2024
Andhra Pradesh,22,Nellore,12,NAKKA DINESH,Bharatha Chaitanya Yuvajana Party,576,24,600,2024
Andhra Pradesh,22,Nellore,13,TALARI VENKATAIAH,Jaibhim Rao Bharat Party,553,5,558,2024
Andhra Pradesh,22,Nellore,14,PUNGANURU PRASANNA GANAPATHI,Radical Party of India (Ambedkarist),452,2,454,2024
Andhra Pradesh,22,Nellore,15,NOTA,None of the Above,15454,123,15577,2024
Andhra Pradesh,23,Thirupathi(SC),1,GURUMOORTHY MADDILA,Yuvajana Sramika Rythu Congress Party,626702,5526,632228,2024
Andhra Pradesh,23,Thirupathi(SC),2,VARA PRASAD RAO VELAGAPALLI,Bharatiya Janata Party,608494,9165,617659,2024
Andhra Pradesh,23,Thirupathi(SC),3,CHINTA MOHAN,Indian National Congress,63790,1733,65523,2024
Andhra Pradesh,23,Thirupathi(SC),4,PENUMURU. GURAPPA,Bahujan Samaj Party,10300,206,10506,2024
Andhra Pradesh,23,Thirupathi(SC),5,KATTAMANCHI. PRABHAKAR,Independent,5796,6,5802,2024
Andhra Pradesh,23,Thirupathi(SC),6,M UMADEVI,Janata Congress,5387,38,5425,2024
Andhra Pradesh,23,Thirupathi(SC),7,ALLAM.RAJA,Independent,4948,22,4970,2024
Andhra Pradesh,23,Thirupathi(SC),8,VIJAY KUMAR G.SRKR,Liberation Congress Party,4108,194,4302,2024
Andhra Pradesh,23,Thirupathi(SC),9,ANJAIAH.P,Republican Party of India (A),3657,9,3666,2024
Andhra Pradesh,23,Thirupathi(SC),10,V.C. NAVEEN GUPTA,Independent,1723,8,1731,2024
Andhra Pradesh,23,Thirupathi(SC),11,A. VARAPRASAD,Jatiya Jana Sena Party,1668,30,1698,2024
Andhra Pradesh,23,Thirupathi(SC),12,SYAMDHAN KURAPATI,Aihra National Party,1567,1,1568,2024
Andhra Pradesh,23,Thirupathi(SC),13,C. PUNYAMURTHY,United Republican Party of India,1511,4,1515,2024
Andhra Pradesh,23,Thirupathi(SC),14,KARRA SIVA,Pyramid Party of India,1501,9,1510,2024
Andhra Pradesh,23,Thirupathi(SC),15,VELURU. THEJOVATHI,Samajwadi Party,1362,27,1389,2024
Andhra Pradesh,23,Thirupathi(SC),16,C. DAVID,Indian Believers Party (IBP),1237,2,1239,2024
Andhra Pradesh,23,Thirupathi(SC),17,K. JEEVARATHNAM,Independent,1203,1,1204,2024
Andhra Pradesh,23,Thirupathi(SC),18,DASARI. GOWTHAM,Independent,1077,10,1087,2024
Andhra Pradesh,23,Thirupathi(SC),19,VIJAYA KUMAR.G,Independent,797,4,801,2024
Andhra Pradesh,23,Thirupathi(SC),20,A. MADHU,Jai Hindustan Party,711,0,711,2024
Andhra Pradesh,23,Thirupathi(SC),21,B. BHARANI BAS,Ambedkar National Congress,688,0,688,2024
Andhra Pradesh,23,Thirupathi(SC),22,Y. MAHESH,Independent,615,7,622,2024
Andhra Pradesh,23,Thirupathi(SC),23,PRASAD PATIBANDLA,Independent,607,1,608,2024
Andhra Pradesh,23,Thirupathi(SC),24,NOTA,None of the Above,15909,209,16118,2024
Andhra Pradesh,24,Rajampet,1,P V MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,639111,5733,644844,2024
Andhra Pradesh,24,Rajampet,2,NALLARI KIRAN KUMAR REDDY,Bharatiya Janata Party,557030,11743,568773,2024
Andhra Pradesh,24,Rajampet,3,SHAIK BASHEED,Indian National Congress,52229,1071,53300,2024
Andhra Pradesh,24,Rajampet,4,ABBAVARAM UGENDRA,Bahujan Samaj Party,12306,57,12363,2024
Andhra Pradesh,24,Rajampet,5,POOLA REDDY SEKHAR,Independent,6097,3,6100,2024
Andhra Pradesh,24,Rajampet,6,NAGARAJU JETTI,Independent,5984,15,5999,2024
Andhra Pradesh,24,Rajampet,7,PRADEEP PENAMADU,All India Forward Bloc,5671,1,5672,2024
Andhra Pradesh,24,Rajampet,8,CHOUDVARAM SUBBANARASAIAH,Independent,4731,4,4735,2024
Andhra Pradesh,24,Rajampet,9,PULI SREENIVASULU,Independent,4613,3,4616,2024
Andhra Pradesh,24,Rajampet,10,SREENIVASULU MARRIPATI,Independent,4436,7,4443,2024
Andhra Pradesh,24,Rajampet,11,AKBAR M BASHA,Anna YSR Congress Party,2394,17,2411,2024
Andhra Pradesh,24,Rajampet,12,SANGARAJU NAGESWARA RAJU,Independent,1523,12,1535,2024
Andhra Pradesh,24,Rajampet,13,MADA RAJA,Jaathia Chethi Vruthula Ikya Vedika Party,1415,0,1415,2024
Andhra Pradesh,24,Rajampet,14,BATTHALA RAMANAIAH,Jai Bharat National Party,1360,6,1366,2024
Andhra Pradesh,24,Rajampet,15,DODDAPANENI RAJA NAIDU,Independent,1315,3,1318,2024
Andhra Pradesh,24,Rajampet,16,MAYANA MOHAMMED SALMAN KHAN,Liberation Congress Party,1069,2,1071,2024
Andhra Pradesh,24,Rajampet,17,KASTURI OBAIAH NAIDU,Independent,885,2,887,2024
Andhra Pradesh,24,Rajampet,18,ASADI VENKATADRI,Independent,689,2,691,2024
Andhra Pradesh,24,Rajampet,19,NOTA,None of the Above,11324,76,11400,2024
Andhra Pradesh,25,Chittoor(SC),1,DAGGUMALLA PRASADA RAO,Telugu Desam,765536,12535,778071,2024
Andhra Pradesh,25,Chittoor(SC),2,REDDEPPA.N .,Yuvajana Sramika Rythu Congress Party,552469,5123,557592,2024
Andhra Pradesh,25,Chittoor(SC),3,MOTUKUR JAGAPATHI,Indian National Congress,29431,719,30150,2024
Andhra Pradesh,25,Chittoor(SC),4,THOGURU VIJAYA KUMAR,Bahujan Samaj Party,13389,122,13511,2024
Andhra Pradesh,25,Chittoor(SC),5,YUGANDAR . KONDA,Independent,6889,84,6973,2024
Andhra Pradesh,25,Chittoor(SC),6,K.MUNI KRISHNA,Independent,3954,2,3956,2024
Andhra Pradesh,25,Chittoor(SC),7,P.JANAKI RAMA RAO ( BABU),National Maha Sabha Party,2822,11,2833,2024
Andhra Pradesh,25,Chittoor(SC),8,PETA.MOHAN .,Independent,2365,1,2366,2024
Andhra Pradesh,25,Chittoor(SC),9,C.SUDHAKAR,Independent,1934,1,1935,2024
Andhra Pradesh,25,Chittoor(SC),10,N.CHANDRABABU,Independent,1878,7,1885,2024
Andhra Pradesh,25,Chittoor(SC),11,MADASI SUDHARSHAN,Independent,1575,3,1578,2024
Andhra Pradesh,25,Chittoor(SC),12,D.MAHESH,Independent,1109,10,1119,2024
Andhra Pradesh,25,Chittoor(SC),13,P.MADHU,Independent,902,4,906,2024
Andhra Pradesh,25,Chittoor(SC),14,N.BHUPATHI,Independent,862,32,894,2024
Andhra Pradesh,25,Chittoor(SC),15,A. PURNA CHANDRA,Independent,856,1,857,2024
Andhra Pradesh,25,Chittoor(SC),16,PALLIPATTU.ABHINAV VISHNU,Samajwadi Party,670,6,676,2024
Andhra Pradesh,25,Chittoor(SC),17,N.GANGAIAH .,Independent,547,5,552,2024
Andhra Pradesh,25,Chittoor(SC),18,T NARESH,Independent,532,2,534,2024
Andhra Pradesh,25,Chittoor(SC),19,BANDAPALLI RAMESH,Independent,490,3,493,2024
Andhra Pradesh,25,Chittoor(SC),20,NOTA,None of the Above,11812,164,11976,2024
Arunachal Pradesh,1,Arunachal West,1,KIREN RIJIJU,Bharatiya Janata Party,196415,9002,205417,2024
Arunachal Pradesh,1,Arunachal West,2,NABAM TUKI,Indian National Congress,100100,4579,104679,2024
Arunachal Pradesh,1,Arunachal West,3,TECHI RANA,Independent,31106,2208,33314,2024
Arunachal Pradesh,1,Arunachal West,4,TOKO SHEETAL,Gana Suraksha Party,27670,2860,30530,2024
Arunachal Pradesh,1,Arunachal West,5,BIMPAK SIGA,Independent,10569,949,11518,2024
Arunachal Pradesh,1,Arunachal West,6,RUHI TAGUNG,Independent,7559,262,7821,2024
Arunachal Pradesh,1,Arunachal West,7,LEKI NORBU,Independent,2139,132,2271,2024
Arunachal Pradesh,1,Arunachal West,8,TANIA JUNE,Independent,1920,38,1958,2024
Arunachal Pradesh,1,Arunachal West,9,NOTA,None of the Above,2133,163,2296,2024
Arunachal Pradesh,2,Arunachal East,1,TAPIR GAO,Bharatiya Janata Party,140715,4866,145581,2024
Arunachal Pradesh,2,Arunachal East,2,BOSIRAM SIRAM,Indian National Congress,109433,5727,115160,2024
Arunachal Pradesh,2,Arunachal East,3,TAMAT GAMOH,Independent,26691,912,27603,2024
Arunachal Pradesh,2,Arunachal East,4,SOTAI KRI,Independent,13227,986,14213,2024
Arunachal Pradesh,2,Arunachal East,5,OMAK NITIK,Independent,9074,295,9369,2024
Arunachal Pradesh,2,Arunachal East,6,BANDEY MILI,Arunachal Democratic Party,6419,203,6622,2024
Arunachal Pradesh,2,Arunachal East,7,NOTA,None of the Above,4654,241,4895,2024
Assam,1,Kokrajhar,1,JOYANTA BASUMATARY,"United People’s Party, Liberal",484681,4314,488995,2024
Assam,1,Kokrajhar,2,KAMPA BORGOYARI,Bodoland Peoples Front,432768,4644,437412,2024
Assam,1,Kokrajhar,3,GARJAN MASHAHARY,Indian National Congress,112624,1112,113736,2024
Assam,1,Kokrajhar,4,BINITA DEKA,Gana Suraksha Party,93266,923,94189,2024
